,tourist_spot,good_point,selected_people
0,여의도한강공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
222"
1,여의도한강공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
133"
2,여의도한강공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
112"
3,여의도한강공원,"""방문객이 많아요""","이 키워드를 선택한 인원
80"
4,여의도한강공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
76"
5,여의도한강공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
68"
6,여의도한강공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
47"
7,여의도한강공원,"""주차하기 편해요""","이 키워드를 선택한 인원
32"
8,여의도한강공원,"""붐비지 않아요""","이 키워드를 선택한 인원
23"
9,여의도한강공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
22"
10,여의도한강공원,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
22"
11,여의도한강공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
21"
12,여의도한강공원,"""규모가 커요""","이 키워드를 선택한 인원
12"
13,여의도한강공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
11"
14,여의도한강공원,"""친절해요""","이 키워드를 선택한 인원
9"
15,여의도한강공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
9"
16,여의도한강공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
7"
17,여의도한강공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
6"
18,여의도한강공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
6"
19,여의도한강공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
4"
20,여의도한강공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
2"
21,여의도한강공원,"""트렌디해요""","이 키워드를 선택한 인원
2"
22,여의도한강공원,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
23,여의도한강공원,"""유익해요""","이 키워드를 선택한 인원
1"
24,남산골한옥마을,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
236"
25,남산골한옥마을,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
178"
26,남산골한옥마을,"""사진이 잘 나와요""","이 키워드를 선택한 인원
176"
27,남산골한옥마을,"""볼거리가 많아요""","이 키워드를 선택한 인원
143"
28,남산골한옥마을,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
102"
29,남산골한옥마을,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
94"
30,남산골한옥마을,"""가격이 합리적이에요""","이 키워드를 선택한 인원
85"
31,남산골한옥마을,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
76"
32,남산골한옥마을,"""붐비지 않아요""","이 키워드를 선택한 인원
62"
33,남산골한옥마을,"""뷰가 좋아요""","이 키워드를 선택한 인원
52"
34,남산골한옥마을,"""대중교통이 편해요""","이 키워드를 선택한 인원
20"
35,남산골한옥마을,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
16"
36,남산골한옥마을,"""방문객이 많아요""","이 키워드를 선택한 인원
11"
37,남산골한옥마을,"""경관이 독특해요""","이 키워드를 선택한 인원
11"
38,남산골한옥마을,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
9"
39,남산골한옥마을,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
40,남산골한옥마을,"""규모가 커요""","이 키워드를 선택한 인원
3"
41,남산골한옥마을,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
42,남산골한옥마을,"""야경이 멋져요""","이 키워드를 선택한 인원
2"
43,남산골한옥마을,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
44,경의선숲길,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
46"
45,경의선숲길,"""뷰가 좋아요""","이 키워드를 선택한 인원
35"
46,경의선숲길,"""사진이 잘 나와요""","이 키워드를 선택한 인원
28"
47,경의선숲길,"""볼거리가 많아요""","이 키워드를 선택한 인원
19"
48,경의선숲길,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
15"
49,경의선숲길,"""방문객이 많아요""","이 키워드를 선택한 인원
13"
50,경의선숲길,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
8"
51,경의선숲길,"""붐비지 않아요""","이 키워드를 선택한 인원
7"
52,경의선숲길,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
6"
53,경의선숲길,"""대중교통이 편해요""","이 키워드를 선택한 인원
6"
54,경의선숲길,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
6"
55,경의선숲길,"""규모가 커요""","이 키워드를 선택한 인원
3"
56,경의선숲길,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
57,경의선숲길,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
58,경의선숲길,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
59,서울공예박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
135"
60,서울공예박물관,"""유익해요""","이 키워드를 선택한 인원
134"
61,서울공예박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
82"
62,서울공예박물관,"""공간이 넓어요""","이 키워드를 선택한 인원
51"
63,서울공예박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
48"
64,서울공예박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
37"
65,서울공예박물관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
34"
66,서울공예박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
31"
67,서울공예박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
30"
68,서울공예박물관,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
69,서울공예박물관,"""뷰가 좋아요""",
70,서울공예박물관,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
71,AK PLAZA 홍대,"""종류가 다양해요""","이 키워드를 선택한 인원
231"
72,AK PLAZA 홍대,"""가성비가 좋아요""","이 키워드를 선택한 인원
222"
73,AK PLAZA 홍대,"""친절해요""","이 키워드를 선택한 인원
203"
74,AK PLAZA 홍대,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
182"
75,AK PLAZA 홍대,"""품질이 좋아요""","이 키워드를 선택한 인원
122"
76,AK PLAZA 홍대,"""매장이 넓어요""","이 키워드를 선택한 인원
112"
77,AK PLAZA 홍대,"""시설이 깔끔해요""","이 키워드를 선택한 인원
103"
78,AK PLAZA 홍대,"""분위기가 편안해요""","이 키워드를 선택한 인원
59"
79,AK PLAZA 홍대,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
28"
80,AK PLAZA 홍대,"""주차하기 편해요""","이 키워드를 선택한 인원
24"
81,AK PLAZA 홍대,"""트렌디해요""","이 키워드를 선택한 인원
23"
82,AK PLAZA 홍대,"""예쁜 소품이 많아요""","이 키워드를 선택한 인원
12"
83,AK PLAZA 홍대,"""아기자기해요""","이 키워드를 선택한 인원
9"
84,AK PLAZA 홍대,"""신상품이 많아요""","이 키워드를 선택한 인원
6"
85,AK PLAZA 홍대,"""독특한 디자인이 많아요""","이 키워드를 선택한 인원
5"
86,AK PLAZA 홍대,"""컨셉이 독특해요""","이 키워드를 선택한 인원
4"
87,AK PLAZA 홍대,"""고급스러워요""","이 키워드를 선택한 인원
2"
88,AK PLAZA 홍대,"""인테리어가 멋져요""","이 키워드를 선택한 인원
1"
89,AK PLAZA 홍대,"""사이즈가 다양해요""","이 키워드를 선택한 인원
1"
108,서대문형무소역사관,"""유익해요""","이 키워드를 선택한 인원
1204"
109,서대문형무소역사관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
608"
110,서대문형무소역사관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
540"
111,서대문형무소역사관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
336"
112,서대문형무소역사관,"""공간이 넓어요""","이 키워드를 선택한 인원
251"
113,서대문형무소역사관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
202"
114,서대문형무소역사관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
162"
115,서대문형무소역사관,"""주차하기 편해요""","이 키워드를 선택한 인원
147"
116,서대문형무소역사관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
139"
117,서대문형무소역사관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
80"
118,서대문형무소역사관,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
119,서대문형무소역사관,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
120,광장시장,"""친절해요""","이 키워드를 선택한 인원
8"
121,광장시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
6"
122,광장시장,"""방문객이 많아요""","이 키워드를 선택한 인원
3"
123,광장시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
3"
124,광장시장,"""품질이 좋아요""","이 키워드를 선택한 인원
3"
125,광장시장,"""종류가 다양해요""","이 키워드를 선택한 인원
3"
126,광장시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
127,광장시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
2"
128,광장시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
1"
129,광장시장,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
1"
130,광장시장,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
1"
131,광장시장,"""규모가 커요""","이 키워드를 선택한 인원
1"
132,광장시장,"""트렌디해요""","이 키워드를 선택한 인원
1"
133,반포대교 달빛무지개분수,"""뷰가 좋아요""","이 키워드를 선택한 인원
49"
134,반포대교 달빛무지개분수,"""방문객이 많아요""","이 키워드를 선택한 인원
32"
135,반포대교 달빛무지개분수,"""사진이 잘 나와요""","이 키워드를 선택한 인원
28"
136,반포대교 달빛무지개분수,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
22"
137,반포대교 달빛무지개분수,"""볼거리가 많아요""","이 키워드를 선택한 인원
19"
138,반포대교 달빛무지개분수,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
8"
139,반포대교 달빛무지개분수,"""주차하기 편해요""","이 키워드를 선택한 인원
6"
140,반포대교 달빛무지개분수,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
5"
141,반포대교 달빛무지개분수,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
142,반포대교 달빛무지개분수,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
2"
143,반포대교 달빛무지개분수,"""규모가 커요""","이 키워드를 선택한 인원
2"
144,반포대교 달빛무지개분수,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
145,반포대교 달빛무지개분수,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
146,반포대교 달빛무지개분수,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
1"
147,반포대교 달빛무지개분수,"""트렌디해요""","이 키워드를 선택한 인원
1"
148,반포대교 달빛무지개분수,"""붐비지 않아요""","이 키워드를 선택한 인원
1"
149,반포대교 달빛무지개분수,"""유익해요""","이 키워드를 선택한 인원
1"
150,세빛섬,"""뷰가 좋아요""","이 키워드를 선택한 인원
41"
151,세빛섬,"""사진이 잘 나와요""","이 키워드를 선택한 인원
26"
152,세빛섬,"""주차하기 편해요""","이 키워드를 선택한 인원
13"
153,세빛섬,"""경관이 독특해요""","이 키워드를 선택한 인원
13"
154,세빛섬,"""볼거리가 많아요""","이 키워드를 선택한 인원
11"
155,세빛섬,"""붐비지 않아요""","이 키워드를 선택한 인원
7"
156,세빛섬,"""방문객이 많아요""","이 키워드를 선택한 인원
5"
157,세빛섬,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
5"
158,세빛섬,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
4"
159,세빛섬,"""대중교통이 편해요""","이 키워드를 선택한 인원
4"
160,세빛섬,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
4"
161,세빛섬,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
3"
162,세빛섬,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
2"
163,세빛섬,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
2"
164,세빛섬,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
165,세빛섬,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
166,북악팔각정,"""뷰가 좋아요""","이 키워드를 선택한 인원
2206"
167,북악팔각정,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
684"
168,북악팔각정,"""사진이 잘 나와요""","이 키워드를 선택한 인원
642"
169,북악팔각정,"""주차하기 편해요""","이 키워드를 선택한 인원
638"
170,북악팔각정,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
365"
171,북악팔각정,"""볼거리가 많아요""","이 키워드를 선택한 인원
305"
172,북악팔각정,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
199"
173,북악팔각정,"""방문객이 많아요""","이 키워드를 선택한 인원
128"
174,북악팔각정,"""가격이 합리적이에요""","이 키워드를 선택한 인원
107"
175,북악팔각정,"""붐비지 않아요""","이 키워드를 선택한 인원
96"
176,북악팔각정,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
66"
177,북악팔각정,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
54"
178,북악팔각정,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
32"
179,북악팔각정,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
14"
180,북악팔각정,"""친절해요""","이 키워드를 선택한 인원
6"
181,북악팔각정,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
5"
182,북악팔각정,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
4"
183,북악팔각정,"""규모가 커요""","이 키워드를 선택한 인원
4"
184,북악팔각정,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
185,북악팔각정,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
3"
186,북악팔각정,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
187,월드컵공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
207"
188,월드컵공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
143"
189,월드컵공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
107"
190,월드컵공원,"""주차하기 편해요""","이 키워드를 선택한 인원
94"
191,월드컵공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
83"
192,월드컵공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
78"
193,월드컵공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
57"
194,월드컵공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
22"
195,월드컵공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
13"
196,월드컵공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
10"
197,월드컵공원,"""붐비지 않아요""","이 키워드를 선택한 인원
8"
198,월드컵공원,"""방문객이 많아요""","이 키워드를 선택한 인원
5"
199,월드컵공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
2"
200,월드컵공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
201,월드컵공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
202,월드컵공원,"""규모가 커요""","이 키워드를 선택한 인원
1"
203,월드컵공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
1"
204,올림픽공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
467"
205,올림픽공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
373"
206,올림픽공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
220"
207,올림픽공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
197"
208,올림픽공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
164"
209,올림픽공원,"""주차하기 편해요""","이 키워드를 선택한 인원
128"
210,올림픽공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
82"
211,올림픽공원,"""방문객이 많아요""","이 키워드를 선택한 인원
74"
212,올림픽공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
74"
213,올림픽공원,"""붐비지 않아요""","이 키워드를 선택한 인원
61"
214,올림픽공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
46"
215,올림픽공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
33"
216,올림픽공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
19"
217,올림픽공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
15"
218,올림픽공원,"""규모가 커요""","이 키워드를 선택한 인원
15"
219,올림픽공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
13"
220,올림픽공원,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
9"
221,올림픽공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
6"
222,올림픽공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
4"
223,올림픽공원,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
224,올림픽공원,"""친절해요""","이 키워드를 선택한 인원
2"
225,몽촌토성,"""사진이 잘 나와요""","이 키워드를 선택한 인원
14"
226,몽촌토성,"""붐비지 않아요""","이 키워드를 선택한 인원
11"
227,몽촌토성,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
10"
228,몽촌토성,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
5"
229,몽촌토성,"""볼거리가 많아요""","이 키워드를 선택한 인원
3"
230,몽촌토성,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
231,몽촌토성,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
232,몽촌토성,"""규모가 커요""","이 키워드를 선택한 인원
2"
233,몽촌토성,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
234,몽촌토성,"""야경이 멋져요""","이 키워드를 선택한 인원
1"
235,몽촌토성,"""가격이 합리적이에요""","이 키워드를 선택한 인원
1"
236,서대문자연사박물관,"""유익해요""","이 키워드를 선택한 인원
1425"
237,서대문자연사박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
834"
238,서대문자연사박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
585"
239,서대문자연사박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
526"
240,서대문자연사박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
393"
241,서대문자연사박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
306"
242,서대문자연사박물관,"""주차하기 편해요""","이 키워드를 선택한 인원
301"
243,서대문자연사박물관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
261"
244,서대문자연사박물관,"""공간이 넓어요""","이 키워드를 선택한 인원
225"
245,서대문자연사박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
91"
246,서대문자연사박물관,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
4"
247,서대문자연사박물관,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
248,서대문자연사박물관,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
249,푸른수목원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
280"
250,푸른수목원,"""주차하기 편해요""","이 키워드를 선택한 인원
132"
251,푸른수목원,"""뷰가 좋아요""","이 키워드를 선택한 인원
103"
252,푸른수목원,"""볼거리가 많아요""","이 키워드를 선택한 인원
94"
253,푸른수목원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
69"
254,푸른수목원,"""신기한 식물이 많아요""","이 키워드를 선택한 인원
61"
255,푸른수목원,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
50"
256,푸른수목원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
40"
257,푸른수목원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
34"
258,푸른수목원,"""대중교통이 편해요""","이 키워드를 선택한 인원
8"
259,푸른수목원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
260,푸른수목원,"""규모가 커요""","이 키워드를 선택한 인원
2"
261,푸른수목원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
262,송파책박물관,"""주차하기 편해요""","이 키워드를 선택한 인원
230"
263,송파책박물관,"""유익해요""","이 키워드를 선택한 인원
178"
264,송파책박물관,"""공간이 넓어요""","이 키워드를 선택한 인원
122"
265,송파책박물관,"""전시 구성이 알차요""","이 키워드를 선택한 인원
90"
266,송파책박물관,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
71"
267,송파책박물관,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
61"
268,송파책박물관,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
56"
269,송파책박물관,"""가격이 합리적이에요""","이 키워드를 선택한 인원
52"
270,송파책박물관,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
39"
271,송파책박물관,"""사진이 잘 나와요""","이 키워드를 선택한 인원
18"
272,송파책박물관,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
273,숭례문,"""사진이 잘 나와요""","이 키워드를 선택한 인원
91"
274,숭례문,"""붐비지 않아요""","이 키워드를 선택한 인원
49"
275,숭례문,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
38"
276,숭례문,"""볼거리가 많아요""","이 키워드를 선택한 인원
30"
277,숭례문,"""뷰가 좋아요""","이 키워드를 선택한 인원
15"
278,숭례문,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
11"
279,숭례문,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
10"
280,숭례문,"""가격이 합리적이에요""","이 키워드를 선택한 인원
10"
281,숭례문,"""대중교통이 편해요""","이 키워드를 선택한 인원
10"
282,숭례문,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
9"
283,숭례문,"""야경이 멋져요""","이 키워드를 선택한 인원
9"
284,숭례문,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
8"
285,숭례문,"""주차하기 편해요""","이 키워드를 선택한 인원
8"
286,숭례문,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
7"
287,숭례문,"""경관이 독특해요""","이 키워드를 선택한 인원
5"
288,숭례문,"""방문객이 많아요""","이 키워드를 선택한 인원
3"
289,숭례문,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
290,숭례문,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
291,숭례문,"""규모가 커요""","이 키워드를 선택한 인원
1"
292,와룡공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
7"
293,와룡공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
6"
294,와룡공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
3"
295,와룡공원,"""붐비지 않아요""","이 키워드를 선택한 인원
3"
296,와룡공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
2"
297,와룡공원,"""방문객이 많아요""","이 키워드를 선택한 인원
1"
298,와룡공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
299,와룡공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
300,와룡공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
