,tourist_spot,good_point,selected_people
301,와룡공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
1"
302,와룡공원,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
303,와룡공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
1"
304,방학동도깨비시장,"""친절해요""","이 키워드를 선택한 인원
21"
305,방학동도깨비시장,"""품질이 좋아요""","이 키워드를 선택한 인원
11"
306,방학동도깨비시장,"""종류가 다양해요""","이 키워드를 선택한 인원
10"
307,방학동도깨비시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
8"
308,방학동도깨비시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
3"
309,방학동도깨비시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
2"
310,방학동도깨비시장,"""매장이 넓어요""","이 키워드를 선택한 인원
2"
311,방학동도깨비시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
1"
312,방학동도깨비시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
1"
313,방학동도깨비시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
1"
314,방학동도깨비시장,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
315,방학동도깨비시장,"""트렌디해요""","이 키워드를 선택한 인원
1"
316,몽마르뜨공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
14"
317,몽마르뜨공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
13"
318,몽마르뜨공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
6"
319,몽마르뜨공원,"""붐비지 않아요""","이 키워드를 선택한 인원
5"
320,몽마르뜨공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
4"
321,몽마르뜨공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
3"
322,몽마르뜨공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
2"
323,몽마르뜨공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
2"
324,몽마르뜨공원,"""방문객이 많아요""","이 키워드를 선택한 인원
1"
325,몽마르뜨공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
326,몽마르뜨공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
1"
327,몽마르뜨공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
328,몽마르뜨공원,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
329,몽마르뜨공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
330,이순신장군동상,"""사진이 잘 나와요""","이 키워드를 선택한 인원
19"
331,이순신장군동상,"""볼거리가 많아요""","이 키워드를 선택한 인원
10"
332,이순신장군동상,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
6"
333,이순신장군동상,"""야경이 멋져요""","이 키워드를 선택한 인원
6"
334,이순신장군동상,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
5"
335,이순신장군동상,"""경관이 독특해요""","이 키워드를 선택한 인원
5"
336,이순신장군동상,"""붐비지 않아요""","이 키워드를 선택한 인원
5"
337,이순신장군동상,"""뷰가 좋아요""","이 키워드를 선택한 인원
4"
338,이순신장군동상,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
3"
339,이순신장군동상,"""가격이 합리적이에요""","이 키워드를 선택한 인원
2"
340,이순신장군동상,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
2"
341,이순신장군동상,"""규모가 커요""","이 키워드를 선택한 인원
2"
342,이순신장군동상,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
2"
343,이순신장군동상,"""방문객이 많아요""","이 키워드를 선택한 인원
1"
344,이순신장군동상,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
1"
345,이순신장군동상,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
346,이순신장군동상,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
347,이순신장군동상,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
348,채그로,"""뷰가 좋아요""","이 키워드를 선택한 인원
146"
349,채그로,"""집중하기 좋아요""","이 키워드를 선택한 인원
62"
350,채그로,"""읽을만한 책이 많아요""","이 키워드를 선택한 인원
61"
351,채그로,"""인테리어가 멋져요""","이 키워드를 선택한 인원
60"
352,채그로,"""커피가 맛있어요""","이 키워드를 선택한 인원
39"
353,채그로,"""좌석이 편해요""","이 키워드를 선택한 인원
37"
354,채그로,"""사진이 잘 나와요""","이 키워드를 선택한 인원
34"
355,채그로,"""대화하기 좋아요""","이 키워드를 선택한 인원
34"
356,채그로,"""음료가 맛있어요""","이 키워드를 선택한 인원
29"
357,채그로,"""친절해요""","이 키워드를 선택한 인원
24"
358,채그로,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
15"
359,채그로,"""디저트가 맛있어요""","이 키워드를 선택한 인원
13"
360,채그로,"""가성비가 좋아요""","이 키워드를 선택한 인원
7"
361,채그로,"""주차하기 편해요""","이 키워드를 선택한 인원
5"
362,채그로,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
5"
363,채그로,"""아늑해요""","이 키워드를 선택한 인원
4"
364,채그로,"""차분한 분위기에요""","이 키워드를 선택한 인원
1"
365,채그로,"""매장이 넓어요""","이 키워드를 선택한 인원
1"
366,채그로,"""매장이 청결해요""","이 키워드를 선택한 인원
1"
367,채그로,"""건강한 맛이에요""","이 키워드를 선택한 인원
1"
368,롯데월드몰,"""종류가 다양해요""","이 키워드를 선택한 인원
885"
369,롯데월드몰,"""친절해요""","이 키워드를 선택한 인원
696"
370,롯데월드몰,"""매장이 넓어요""","이 키워드를 선택한 인원
634"
371,롯데월드몰,"""가성비가 좋아요""","이 키워드를 선택한 인원
608"
372,롯데월드몰,"""시설이 깔끔해요""","이 키워드를 선택한 인원
506"
373,롯데월드몰,"""품질이 좋아요""","이 키워드를 선택한 인원
473"
374,롯데월드몰,"""분위기가 편안해요""","이 키워드를 선택한 인원
369"
375,롯데월드몰,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
273"
376,롯데월드몰,"""주차하기 편해요""","이 키워드를 선택한 인원
210"
377,롯데월드몰,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
146"
378,롯데월드몰,"""트렌디해요""","이 키워드를 선택한 인원
14"
379,롯데월드몰,"""신상품이 많아요""","이 키워드를 선택한 인원
7"
380,롯데월드몰,"""예쁜 소품이 많아요""","이 키워드를 선택한 인원
5"
381,롯데월드몰,"""선물하기 좋아요""","이 키워드를 선택한 인원
4"
382,롯데월드몰,"""고급스러워요""","이 키워드를 선택한 인원
4"
383,롯데월드몰,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
384,롯데월드몰,"""컨셉이 독특해요""","이 키워드를 선택한 인원
3"
385,롯데월드몰,"""아기자기해요""","이 키워드를 선택한 인원
2"
386,롯데월드몰,"""인테리어가 멋져요""","이 키워드를 선택한 인원
2"
387,롯데월드몰,"""설명이 자세해요""","이 키워드를 선택한 인원
1"
388,롯데월드몰,"""포장이 정성스러워요""","이 키워드를 선택한 인원
1"
389,롯데호텔 월드,"""친절해요""","이 키워드를 선택한 인원
2406"
390,롯데호텔 월드,"""즐길 거리가 많아요""","이 키워드를 선택한 인원
1506"
391,롯데호텔 월드,"""깨끗해요""","이 키워드를 선택한 인원
1269"
392,롯데호텔 월드,"""주차하기 편해요""","이 키워드를 선택한 인원
744"
393,롯데호텔 월드,"""침구가 좋아요""","이 키워드를 선택한 인원
711"
394,롯데호텔 월드,"""사진이 잘 나와요""","이 키워드를 선택한 인원
658"
395,롯데호텔 월드,"""대중교통이 편해요""","이 키워드를 선택한 인원
594"
396,롯데호텔 월드,"""뷰가 좋아요""","이 키워드를 선택한 인원
536"
397,롯데호텔 월드,"""호캉스하기 좋아요""","이 키워드를 선택한 인원
441"
398,롯데호텔 월드,"""인테리어가 멋져요""","이 키워드를 선택한 인원
330"
399,롯데호텔 월드,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
321"
400,롯데호텔 월드,"""냉난방이 잘돼요""","이 키워드를 선택한 인원
316"
401,롯데호텔 월드,"""방음이 잘돼요""","이 키워드를 선택한 인원
272"
402,롯데호텔 월드,"""조식이 맛있어요""","이 키워드를 선택한 인원
207"
403,롯데호텔 월드,"""수영장이 잘 되어있어요""","이 키워드를 선택한 인원
84"
404,롯데호텔 월드,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
18"
405,롯데호텔 월드,"""화장실이 잘 되어있어요""","이 키워드를 선택한 인원
4"
406,롯데호텔 월드,"""컨셉이 독특해요""","이 키워드를 선택한 인원
3"
407,롯데호텔 월드,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
3"
408,롯데호텔 월드,"""벌레 걱정 없어요""","이 키워드를 선택한 인원
3"
409,롯데호텔 월드,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
410,롯데호텔 월드,"""룸서비스가 잘 되어있어요""","이 키워드를 선택한 인원
2"
411,롯데호텔 월드,"""보안시설이 잘 되어있어요""","이 키워드를 선택한 인원
2"
412,롯데호텔 월드,"""가성비가 좋아요""","이 키워드를 선택한 인원
1"
413,롯데호텔 월드,"""스파하기 좋아요""","이 키워드를 선택한 인원
1"
414,인왕산,"""뷰가 좋아요""","이 키워드를 선택한 인원
119"
415,인왕산,"""사진이 잘 나와요""","이 키워드를 선택한 인원
79"
416,인왕산,"""경관이 독특해요""","이 키워드를 선택한 인원
42"
417,인왕산,"""대중교통이 편해요""","이 키워드를 선택한 인원
29"
418,인왕산,"""볼거리가 많아요""","이 키워드를 선택한 인원
25"
419,인왕산,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
25"
420,인왕산,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
21"
421,인왕산,"""방문객이 많아요""","이 키워드를 선택한 인원
17"
422,인왕산,"""붐비지 않아요""","이 키워드를 선택한 인원
11"
423,인왕산,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
5"
424,인왕산,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
4"
425,인왕산,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
3"
426,인왕산,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
2"
427,인왕산,"""규모가 커요""","이 키워드를 선택한 인원
2"
428,인왕산,"""코스가 길어요""","이 키워드를 선택한 인원
1"
429,인왕산,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
1"
430,인왕산,"""주차하기 편해요""","이 키워드를 선택한 인원
1"
431,인왕산,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
432,한강시민공원 뚝섬지구,"""뷰가 좋아요""","이 키워드를 선택한 인원
121"
433,한강시민공원 뚝섬지구,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
81"
434,한강시민공원 뚝섬지구,"""사진이 잘 나와요""","이 키워드를 선택한 인원
59"
435,한강시민공원 뚝섬지구,"""볼거리가 많아요""","이 키워드를 선택한 인원
47"
436,한강시민공원 뚝섬지구,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
42"
437,한강시민공원 뚝섬지구,"""방문객이 많아요""","이 키워드를 선택한 인원
40"
438,한강시민공원 뚝섬지구,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
19"
439,한강시민공원 뚝섬지구,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
16"
440,한강시민공원 뚝섬지구,"""붐비지 않아요""","이 키워드를 선택한 인원
16"
441,한강시민공원 뚝섬지구,"""주차하기 편해요""","이 키워드를 선택한 인원
15"
442,한강시민공원 뚝섬지구,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
11"
443,한강시민공원 뚝섬지구,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
9"
444,한강시민공원 뚝섬지구,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
7"
445,한강시민공원 뚝섬지구,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
7"
446,한강시민공원 뚝섬지구,"""대중교통이 편해요""","이 키워드를 선택한 인원
7"
447,한강시민공원 뚝섬지구,"""규모가 커요""","이 키워드를 선택한 인원
7"
448,한강시민공원 뚝섬지구,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
6"
449,한강시민공원 뚝섬지구,"""가격이 합리적이에요""","이 키워드를 선택한 인원
4"
450,한강시민공원 뚝섬지구,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
3"
451,한강시민공원 뚝섬지구,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
452,한강시민공원 뚝섬지구,"""친절해요""","이 키워드를 선택한 인원
1"
453,한강시민공원 뚝섬지구,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
454,한강시민공원 뚝섬지구,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
455,종묘,"""사진이 잘 나와요""","이 키워드를 선택한 인원
359"
456,종묘,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
280"
457,종묘,"""볼거리가 많아요""","이 키워드를 선택한 인원
250"
458,종묘,"""붐비지 않아요""","이 키워드를 선택한 인원
231"
459,종묘,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
174"
460,종묘,"""가격이 합리적이에요""","이 키워드를 선택한 인원
155"
461,종묘,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
132"
462,종묘,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
77"
463,종묘,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
72"
464,종묘,"""뷰가 좋아요""","이 키워드를 선택한 인원
53"
465,종묘,"""주차하기 편해요""","이 키워드를 선택한 인원
48"
466,종묘,"""규모가 커요""","이 키워드를 선택한 인원
16"
467,종묘,"""방문객이 많아요""","이 키워드를 선택한 인원
14"
468,종묘,"""대중교통이 편해요""","이 키워드를 선택한 인원
12"
469,종묘,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
9"
470,종묘,"""경관이 독특해요""","이 키워드를 선택한 인원
8"
471,종묘,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
6"
472,종묘,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
1"
473,종묘,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
1"
474,불암산,"""뷰가 좋아요""","이 키워드를 선택한 인원
61"
475,불암산,"""사진이 잘 나와요""","이 키워드를 선택한 인원
34"
476,불암산,"""경관이 독특해요""","이 키워드를 선택한 인원
19"
477,불암산,"""볼거리가 많아요""","이 키워드를 선택한 인원
15"
478,불암산,"""대중교통이 편해요""","이 키워드를 선택한 인원
14"
479,불암산,"""붐비지 않아요""","이 키워드를 선택한 인원
12"
480,불암산,"""주차하기 편해요""","이 키워드를 선택한 인원
10"
481,불암산,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
9"
482,불암산,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
6"
483,불암산,"""방문객이 많아요""","이 키워드를 선택한 인원
4"
484,불암산,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
4"
485,불암산,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
3"
486,불암산,"""코스가 길어요""","이 키워드를 선택한 인원
1"
487,불암산,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
1"
488,불암산,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
1"
489,불암산,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
490,통인시장,"""친절해요""","이 키워드를 선택한 인원
76"
491,통인시장,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
55"
492,통인시장,"""종류가 다양해요""","이 키워드를 선택한 인원
54"
493,통인시장,"""볼거리가 많아요""","이 키워드를 선택한 인원
47"
494,통인시장,"""컨셉이 독특해요""","이 키워드를 선택한 인원
43"
495,통인시장,"""가성비가 좋아요""","이 키워드를 선택한 인원
35"
496,통인시장,"""분위기가 편안해요""","이 키워드를 선택한 인원
27"
497,통인시장,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
18"
498,통인시장,"""품질이 좋아요""","이 키워드를 선택한 인원
13"
499,통인시장,"""방문객이 많아요""","이 키워드를 선택한 인원
6"
500,통인시장,"""시설이 깔끔해요""","이 키워드를 선택한 인원
6"
501,통인시장,"""트렌디해요""","이 키워드를 선택한 인원
6"
502,통인시장,"""야시장이 잘 되어있어요""","이 키워드를 선택한 인원
5"
503,통인시장,"""매장이 넓어요""","이 키워드를 선택한 인원
5"
504,통인시장,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
4"
505,통인시장,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
3"
506,통인시장,"""주차하기 편해요""","이 키워드를 선택한 인원
2"
507,소소한 풍경,"""음식이 맛있어요""","이 키워드를 선택한 인원
367"
508,소소한 풍경,"""특별한 메뉴가 있어요""","이 키워드를 선택한 인원
171"
509,소소한 풍경,"""친절해요""","이 키워드를 선택한 인원
150"
510,소소한 풍경,"""재료가 신선해요""","이 키워드를 선택한 인원
143"
511,소소한 풍경,"""인테리어가 멋져요""","이 키워드를 선택한 인원
117"
512,소소한 풍경,"""뷰가 좋아요""","이 키워드를 선택한 인원
114"
513,소소한 풍경,"""특별한 날 가기 좋아요""","이 키워드를 선택한 인원
102"
514,소소한 풍경,"""매장이 청결해요""","이 키워드를 선택한 인원
55"
515,소소한 풍경,"""가성비가 좋아요""","이 키워드를 선택한 인원
48"
516,소소한 풍경,"""단체모임 하기 좋아요""","이 키워드를 선택한 인원
41"
517,소소한 풍경,"""양이 많아요""","이 키워드를 선택한 인원
39"
518,소소한 풍경,"""매장이 넓어요""","이 키워드를 선택한 인원
36"
519,소소한 풍경,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
18"
520,소소한 풍경,"""건강한 맛이에요""","이 키워드를 선택한 인원
8"
521,소소한 풍경,"""메뉴 구성이 알차요""","이 키워드를 선택한 인원
5"
522,소소한 풍경,"""야외 공간이 멋져요""","이 키워드를 선택한 인원
5"
523,소소한 풍경,"""차분한 분위기에요""","이 키워드를 선택한 인원
3"
524,소소한 풍경,"""혼밥하기 좋아요""","이 키워드를 선택한 인원
3"
525,소소한 풍경,"""주차하기 편해요""","이 키워드를 선택한 인원
3"
526,소소한 풍경,"""아늑해요""","이 키워드를 선택한 인원
2"
527,소소한 풍경,"""반찬이 잘 나와요""","이 키워드를 선택한 인원
2"
528,소소한 풍경,"""컨셉이 독특해요""","이 키워드를 선택한 인원
1"
529,소소한 풍경,"""코스요리가 알차요""","이 키워드를 선택한 인원
1"
530,소소한 풍경,"""음식이 빨리 나와요""","이 키워드를 선택한 인원
1"
531,소소한 풍경,"""사진이 잘 나와요""","이 키워드를 선택한 인원
1"
532,소소한 풍경,"""대화하기 좋아요""","이 키워드를 선택한 인원
1"
533,청와대사랑채,"""유익해요""","이 키워드를 선택한 인원
376"
534,청와대사랑채,"""전시 구성이 알차요""","이 키워드를 선택한 인원
247"
535,청와대사랑채,"""설명이 잘 되어있어요""","이 키워드를 선택한 인원
181"
536,청와대사랑채,"""전시 테마가 재밌어요""","이 키워드를 선택한 인원
172"
537,청와대사랑채,"""공간이 넓어요""","이 키워드를 선택한 인원
141"
538,청와대사랑채,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
121"
539,청와대사랑채,"""가격이 합리적이에요""","이 키워드를 선택한 인원
119"
540,청와대사랑채,"""주차하기 편해요""","이 키워드를 선택한 인원
105"
541,청와대사랑채,"""사진이 잘 나와요""","이 키워드를 선택한 인원
99"
542,청와대사랑채,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
53"
543,청와대사랑채,"""컨셉이 독특해요""","이 키워드를 선택한 인원
2"
544,청와대사랑채,"""뷰가 좋아요""","이 키워드를 선택한 인원
2"
545,청와대사랑채,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
546,반포한강공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
83"
547,반포한강공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
46"
548,반포한강공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
40"
549,반포한강공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
28"
550,반포한강공원,"""방문객이 많아요""","이 키워드를 선택한 인원
20"
551,반포한강공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
18"
552,반포한강공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
14"
553,반포한강공원,"""주차하기 편해요""","이 키워드를 선택한 인원
9"
554,반포한강공원,"""붐비지 않아요""","이 키워드를 선택한 인원
8"
555,반포한강공원,"""편의시설이 잘 되어있어요""","이 키워드를 선택한 인원
6"
556,반포한강공원,"""먹거리가 풍부해요""","이 키워드를 선택한 인원
4"
557,반포한강공원,"""반려동물과 가기 좋아요""","이 키워드를 선택한 인원
4"
558,반포한강공원,"""피크닉하기 좋아요""","이 키워드를 선택한 인원
4"
559,반포한강공원,"""체험 프로그램이 다양해요""","이 키워드를 선택한 인원
4"
560,반포한강공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
2"
561,반포한강공원,"""아이와 가기 좋아요""","이 키워드를 선택한 인원
2"
562,반포한강공원,"""규모가 커요""","이 키워드를 선택한 인원
2"
563,반포한강공원,"""근처에 갈 곳이 많아요""","이 키워드를 선택한 인원
1"
564,반포한강공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
1"
565,반포한강공원,"""대중교통이 편해요""","이 키워드를 선택한 인원
1"
566,반포한강공원,"""트렌디해요""","이 키워드를 선택한 인원
1"
567,반포한강공원,"""유익해요""","이 키워드를 선택한 인원
1"
568,탑골공원,"""뷰가 좋아요""","이 키워드를 선택한 인원
9"
569,탑골공원,"""산책로가 잘 되어있어요""","이 키워드를 선택한 인원
6"
570,탑골공원,"""붐비지 않아요""","이 키워드를 선택한 인원
5"
571,탑골공원,"""사진이 잘 나와요""","이 키워드를 선택한 인원
4"
572,탑골공원,"""볼거리가 많아요""","이 키워드를 선택한 인원
3"
573,탑골공원,"""관리가 잘 되어있어요""","이 키워드를 선택한 인원
3"
574,탑골공원,"""방문객이 많아요""","이 키워드를 선택한 인원
2"
575,탑골공원,"""유익해요""","이 키워드를 선택한 인원
2"
576,탑골공원,"""조용히 쉬기 좋아요""","이 키워드를 선택한 인원
1"
577,탑골공원,"""가격이 합리적이에요""","이 키워드를 선택한 인원
1"
578,탑골공원,"""자연 경관이 좋아요""","이 키워드를 선택한 인원
1"
579,탑골공원,"""화장실이 깨끗해요""","이 키워드를 선택한 인원
1"
580,남대문 문구상가,"""종류가 다양해요""","이 키워드를 선택한 인원
47"
581,남대문 문구상가,"""친절해요""","이 키워드를 선택한 인원
29"
582,남대문 문구상가,"""매장이 넓어요""","이 키워드를 선택한 인원
27"
583,남대문 문구상가,"""가성비가 좋아요""","이 키워드를 선택한 인원
24"
584,남대문 문구상가,"""품질이 좋아요""","이 키워드를 선택한 인원
16"
585,남대문 문구상가,"""특색 있는 제품이 많아요""","이 키워드를 선택한 인원
12"
586,남대문 문구상가,"""시설이 깔끔해요""","이 키워드를 선택한 인원
10"
587,남대문 문구상가,"""분위기가 편안해요""","이 키워드를 선택한 인원
6"
588,남대문 문구상가,"""비싼 만큼 가치있어요""","이 키워드를 선택한 인원
3"
